0.44263026118278503,1,6,1,0,0.0,Justine Henin-Hardenne,, Henin to miss Open warm-up for personal reasons ,yes
0.1253284364938736,7,2,2,41,0.0,reasons,NOUN, Henin to miss Open warm-up for personal reasons ,yes
0.03175508230924606,3,3,1,0,0.0,Australian Open,, Henin to miss Open warm-up for personal reasons ,yes
0.001584829413332045,2,1,1,0,0.0,Madrid,, Henin to miss Open warm-up for personal reasons ,no
0.001010011532343924,2,1,1,0,0.0,Melbourne,, Henin to miss Open warm-up for personal reasons ,no
0.0010057109175249934,7,1,1,0,0.0,France&,, Henin to miss Open warm-up for personal reasons ,no
0.10814914852380753,3,4,1,0,0.0,Beijing Hyundai Automotive Corp.,, UPDATE 1-Hyundai Motor China JV sees slow 2007 sales rise ,yes
0.020912103354930878,2,4,1,0,0.0,Chinese,, UPDATE 1-Hyundai Motor China JV sees slow 2007 sales rise ,yes
0.032078519463539124,7,2,2,0,0.0,sales increase,, UPDATE 1-Hyundai Motor China JV sees slow 2007 sales rise ,yes
0.0014064067509025335,7,1,1,0,0.0,Accent.,, UPDATE 1-Hyundai Motor China JV sees slow 2007 sales rise ,no
0.0011225336929783225,3,1,1,0,0.0,Toyota Motor Corp.,, UPDATE 1-Hyundai Motor China JV sees slow 2007 sales rise ,no
0.0010209404863417149,7,1,1,0,0.0,7203.T,, UPDATE 1-Hyundai Motor China JV sees slow 2007 sales rise ,no
0.2480475902557373,1,8,1,0,0.0,Gordon Brown,, Britain's Brown: education vital against extremism ,yes
0.031179416924715042,1,3,1,0,0.0,Tony Blair,, Britain's Brown: education vital against extremism ,yes
0.013601867482066154,2,6,1,0,0.0,British,, Britain's Brown: education vital against extremism ,yes
0.001073041232302785,6,1,2,0,0.0,pamphlet,NOUN, Britain's Brown: education vital against extremism ,no
0.001073041232302785,7,1,2,0,0.0,initiative,NOUN, Britain's Brown: education vital against extremism ,no
0.00103123695589602,7,1,2,0,0.0,move,NOUN, Britain's Brown: education vital against extremism ,no
0.20508749783039093,3,6,1,0,0.0,Chunghwa Telecom Co.,, Chunghwa Tel to invest $4 bln for network upgrade ,yes
0.05552427098155022,7,2,2,0,0.0,cables,NOUN, Chunghwa Tel to invest $4 bln for network upgrade ,yes
0.05065864324569702,7,2,1,0,0.0,2412.TW,, Chunghwa Tel to invest $4 bln for network upgrade ,yes
0.0029209924396127462,2,1,1,0,0.0,US,, Chunghwa Tel to invest $4 bln for network upgrade ,no
0.0029209924396127462,7,1,1,0,0.0,T$32.5,, Chunghwa Tel to invest $4 bln for network upgrade ,no
0.002126153325662017,2,1,1,0,0.0,TAIEX\,, Chunghwa Tel to invest $4 bln for network upgrade ,no
0.24338430166244507,7,3,2,44,0.0,deal,NOUN, GE completes $626 mln Thailand's BAY stake deal ,yes
0.12209738045930862,2,4,1,34,0.0,BAY,, GE completes $626 mln Thailand's BAY stake deal ,yes
0.08969147503376007,3,3,1,0,0.0,General Electric,, GE completes $626 mln Thailand's BAY stake deal ,yes
0.0012537261936813593,3,1,1,0,0.0,SETI,, GE completes $626 mln Thailand's BAY stake deal ,no
0.0011526760645210743,7,1,2,0,0.0,shares,NOUN, GE completes $626 mln Thailand's BAY stake deal ,no
0.0011526760645210743,7,1,2,0,0.0,BAY shares,, GE completes $626 mln Thailand's BAY stake deal ,no
0.11669439822435379,3,11,1,0,0.0,Semiconductor Manufacturing International Corp.,, UPDATE 1-Top China foundry's US shares soar on takeover talk ,yes
